status,enter row,exit row,enter price,exit price,percentage
+,8,146,574.98,624.5,8.61247
+,175,435,611,675.42,10.5434
+,437,650,684.71,758.35,10.7549
+,654,771,768.6,853.3,11.02
+,775,833,866.36,958,10.5776
+,836,851,974,1068.8,9.73306
+,871,1014,891,956.35,7.33446
+,1020,1136,974.33,1065.81,9.38902
+,1144,1190,1093,1216.59,11.3074
-,1192,1285,1256.62,1092,-13.1002
+,1294,1385,1057.43,1147.42,8.51026
+,1398,1508,1143.66,1246.97,9.03328
+,1510,1552,1248.99,1382.07,10.655
+,1554,1588,1403.09,1540.97,9.82688
+,1592,1609,1625.85,1795.09,10.4093
+,1623,1656,1731.36,1879.49,8.5557
+,1659,1673,1922.03,2139.19,11.2985
+,1675,1688,2197.6,2430,10.5752
-,1690,1702,2487.99,1986.89,-20.1408
+,1708,1720,2080.1,2274.24,9.33321
+,1729,1747,2232.19,2476.64,10.9511
+,1756,1764,2530.39,2792.79,10.3699
-,1779,1818,2711.99,2375.48,-12.4082
-,1830,1993,2532.2,2187,-13.6324
+,2009,2013,2041.8,2186.8,7.10158
+,2015,2028,2231.8,2511.8,12.5459
+,2030,2122,2720.8,3136.9,15.2933
+,2125,2167,3286.9,3589.79,9.21507
+,2169,2176,3731.8,4190.79,12.2994
-,2186,2223,4190.5,3636.21,-13.2273
+,2227,2244,4059.4,4436.94,9.30039
+,2252,2273,4356.36,4829.29,10.8561
-,2275,2279,4867.96,4272.04,-12.2417
-,2287,2327,4405.15,3473.3,-21.1536
+,2334,2338,3570.83,3953.72,10.7227
+,2367,2383,3774.74,4139.58,9.6653
+,2385,2428,4228.14,4819.86,13.9948
+,2434,2447,4851.39,5392.38,11.1512
+,2471,2513,5534.42,6115.46,10.4987
+,2522,2531,6319.95,6790.38,7.44357
+,2533,2559,6967.53,7702.72,10.5517
+,2585,2593,6760.9,7432.1,9.92767
+,2595,2633,7671.39,9514.82,24.0299
+,2640,2647,9813.41,10670.6,8.73448
+,2660,2663,10613.9,11362.5,7.0539
+,2675,2680,11888.2,13141.7,10.5434
+,2683,2686,14554.2,15591.7,7.12853
+,2695,2720,16381.3,17724.2,8.19757
-,2723,2745,18376.8,15255.9,-16.9829
+,2760,2766,15035.3,16247.9,8.06475
+,2778,2809,14850.3,16275,9.5939
-,2844,2849,14223.6,11357.9,-20.1473
-,2859,2927,11429.6,8219.4,-28.0869
+,2942,2946,7718.37,8229.11,6.6172
+,2952,2977,8373.9,9238.31,10.3227
+,2979,2991,9343.01,10519.2,12.5895
-,2993,3076,10887.2,8427.9,-22.5887
-,3081,3160,9413.53,7519.7,-20.1182
+,3178,3225,7292.36,7822.04,7.26349
+,3227,3263,8050.67,8836.74,9.76403
-,3267,3375,9099.05,7877.6,-13.4239
-,3380,3413,8139.77,7165.04,-11.9749
-,3420,3486,7329.72,6388.79,-12.8372
+,3494,3632,6587.03,7239.87,9.91099
-,3658,3713,7777.88,6868.24,-11.6952
-,3718,3726,6965.17,6185.81,-11.1894
+,3732,3809,6375.56,6961.92,9.197
-,3829,3860,6963.98,6172.94,-11.359
-,3878,4147,6336,5558.32,-12.274
+,4199,4203,3973.39,4229.89,6.45544
+,4246,4296,3562.64,4063.9,14.0699
-,4306,4455,4157.65,3404.91,-18.1049
+,4467,4547,3413.9,3781.91,10.7798
+,4571,4731,3936.28,4688,19.0972
+,4740,4870,5120.38,5669.64,10.7269
+,4881,4902,5881.4,6368.65,8.28459
+,4904,4905,7038.15,7114.15,1.07983
+,4907,4908,7361.15,7873.15,6.95543
-,4922,4929,8327.65,7193.79,-13.6156
+,4957,4964,7857.89,8910.89,13.4005
+,4993,5076,8505.39,9360.89,10.0583
+,5079,5084,9727.64,10626.4,9.23914
+,5091,5097,11204.3,12427.2,10.915
-,5100,5118,13544.4,10235.9,-24.4273
+,5125,5132,10736.6,11837,10.2482
+,5146,5156,11843,12856.6,8.55873
-,5173,5174,11861.1,10064.5,-15.1472
+,5179,5267,10805.9,11770.1,8.92337
-,5272,5307,12204.4,10507.1,-13.9068
-,5317,5485,10353.8,8526.63,-17.6474
+,5508,5624,8270.29,9705.15,17.3496
-,5645,5719,9304.15,8205.15,-11.8119
+,5759,5934,7253.65,7932.34,9.35653
+,5936,6020,8367.33,9100.15,8.75811
+,6026,6074,9331.15,10119.6,8.45008
-,6084,6150,10293.6,8704.15,-15.4415
-,6167,6197,8804.65,7780.65,-11.6302
-,6203,6215,8055.15,5954.65,-26.0765
+,6244,6246,5600.5,6342.47,13.2483
+,6250,6316,6769.48,7066.22,4.3835
+,6319,6418,7226.13,7948.13,9.99152
+,6420,6423,8594.42,9158.57,6.56414
+,6441,6458,9051.95,10031.1,10.8176
+,6474,6488,8918.5,9764.1,9.48142
+,6495,6798,9846.85,10846.5,10.152
+,6800,6888,11238.7,12377.9,10.1366
-,6906,6966,11846.2,10587,-10.6296
+,6980,7124,10332.9,11363.1,9.9706
