status,enter row,exit row,enter price,exit price,percentage
+,8,144,574.98,619.87,7.80723
-,175,226,611,596.51,-2.37152
+,235,427,601.39,656.78,9.21033
+,432,478,663.7,727.48,9.60976
+,497,654,703.77,768.6,9.21182
+,665,771,765.27,853.3,11.5031
+,775,810,866.36,934.44,7.85817
+,832,849,936.25,1024.78,9.45581
-,851,855,1068.8,936,-12.4251
-,871,892,891,759.04,-14.8103
+,898,926,800.01,867.02,8.37615
+,928,1018,883.61,962,8.87156
+,1020,1134,974.33,1056.88,8.47249
+,1136,1153,1065.81,1178.08,10.5338
+,1170,1192,1153,1256.62,8.98699
-,1236,1284,1193.51,1101.14,-7.73936
+,1294,1308,1057.43,1137.02,7.52674
+,1334,1346,991.1,1071,8.06175
+,1363,1385,1048.01,1147.42,9.4856
+,1398,1483,1143.66,1242.99,8.68527
+,1501,1549,1239.49,1368,10.368
+,1554,1588,1403.09,1540.97,9.82688
+,1592,1608,1625.85,1768.39,8.76711
+,1623,1655,1731.36,1860.99,7.48718
+,1659,1672,1922.03,2087.99,8.63462
+,1675,1686,2197.6,2379.48,8.2763
+,1688,1692,2430,2700.04,11.1128
+,1708,1720,2080.1,2274.24,9.33321
+,1729,1747,2232.19,2476.64,10.9511
+,1756,1762,2530.39,2746.32,8.53347
-,1764,1815,2792.79,2467.29,-11.655
+,1830,1852,2532.2,2727.48,7.71187
-,1861,1874,2670.7,2566.98,-3.88363
-,1898,1916,2519.59,2354.83,-6.53916
-,1922,1972,2402.54,2305.42,-4.04239
-,1981,1993,2391.3,2187,-8.54347
+,2009,2013,2041.8,2186.8,7.10158
+,2015,2028,2231.8,2511.8,12.5459
+,2030,2098,2720.8,2911.8,7.01999
+,2112,2122,2727.45,3136.9,15.0122
+,2125,2165,3286.9,3541.8,7.75503
+,2167,2172,3589.79,3936.79,9.6663
+,2175,2192,4062.61,4353.7,7.1651
-,2202,2222,4291.25,3860.53,-10.0372
+,2227,2244,4059.4,4436.94,9.30039
+,2252,2270,4356.36,4749.09,9.0151
-,2272,2276,4768.15,4531.11,-4.97132
-,2287,2320,4405.15,3919.89,-11.0157
+,2334,2338,3570.83,3953.72,10.7227
+,2367,2383,3774.74,4139.58,9.6653
+,2385,2427,4228.14,4624.49,9.3741
+,2434,2445,4851.39,5318.14,9.62095
+,2447,2481,5392.38,5967.8,10.671
+,2500,2515,5662.43,6140.65,8.44549
+,2522,2531,6319.95,6790.38,7.44357
+,2533,2559,6967.53,7702.72,10.5517
+,2585,2593,6760.9,7432.1,9.92767
+,2595,2607,7671.39,8202.63,6.92495
+,2613,2633,8265.35,9514.82,15.117
+,2640,2647,9813.41,10670.6,8.73448
+,2660,2663,10613.9,11362.5,7.0539
+,2675,2680,11888.2,13141.7,10.5434
+,2683,2686,14554.2,15591.7,7.12853
+,2695,2719,16381.3,17380.7,6.10055
-,2723,2735,18376.8,16390.4,-10.8093
+,2760,2766,15035.3,16247.9,8.06475
-,2778,2786,14850.3,12863.9,-13.3761
+,2790,2799,13892.7,15273.7,9.9401
+,2807,2810,15723.3,16777.1,6.7023
-,2844,2847,14223.6,12982.1,-8.72812
-,2859,2923,11429.6,8869.34,-22.4005
+,2942,2946,7718.37,8229.11,6.6172
+,2952,2976,8373.9,9151.48,9.28576
+,2979,2985,9343.01,10222.7,9.41506
+,2991,2997,10519.2,11406,8.42959
-,3001,3004,11598.5,10765.9,-7.17827
+,3018,3045,10162.7,11058.1,8.81023
-,3051,3064,11364.5,10585.7,-6.85274
-,3081,3098,9413.53,7970.19,-15.3326
-,3108,3148,8408.95,7693.6,-8.50701
-,3178,3189,7292.36,6613.58,-9.3081
+,3201,3222,7005.32,7628.56,8.89667
+,3227,3261,8050.67,8757.16,8.77554
-,3267,3348,9099.05,8467.12,-6.94501
-,3355,3374,8700.83,8130.17,-6.55868
-,3380,3395,8139.77,7776.04,-4.46855
-,3420,3471,7329.72,6647.47,-9.308
-,3477,3482,6776.84,6461.3,-4.65615
-,3494,3530,6587.03,5990.28,-9.05947
-,3535,3555,6207.65,5807.53,-6.4456
+,3561,3565,6260.3,6531.95,4.33925
-,3577,3604,6590.69,6275.47,-4.78281
+,3621,3632,6277.55,7239.87,15.3295
-,3658,3694,7777.88,7461.23,-4.07116
-,3718,3722,6965.17,6530.34,-6.24292
-,3732,3747,6375.56,5925.61,-7.05742
+,3753,3806,6261.7,6827.94,9.04291
-,3809,3848,6961.92,6336.92,-8.97741
-,3878,4147,6336,5558.32,-12.274
+,4199,4202,3973.39,4179.88,5.19682
-,4246,4275,3562.64,3142.89,-11.782
+,4279,4288,3379.4,3681.65,8.9439
+,4291,4300,3861.4,4121.9,6.74626
-,4306,4316,4157.65,3699.16,-11.0276
-,4332,4394,3848.64,3510.73,-8.77998
-,4434,4496,3580.4,3370.19,-5.87113
+,4510,4546,3374.89,3691.66,9.38608
+,4548,4731,3857.4,4688,21.5326
+,4740,4823,5120.38,5555.66,8.50093
-,4836,4838,5472.4,5109.4,-6.63329
+,4853,4870,5202.9,5669.64,8.97077
+,4881,4899,5881.4,6291.15,6.96688
+,4902,4904,6368.65,7038.15,10.5124
+,4907,4908,7361.15,7873.15,6.95543
-,4922,4927,8327.65,7725.14,-7.23505
+,4957,4964,7857.89,8910.89,13.4005
-,4993,5005,8505.39,7643.89,-10.1289
+,5020,5054,7965.89,9197.39,15.4597
+,5057,5084,9260.14,10626.4,14.7541
+,5091,5097,11204.3,12427.2,10.915
-,5100,5106,13544.4,10821.5,-20.1033
-,5113,5118,12179.4,10235.9,-15.9574
+,5125,5132,10736.6,11837,10.2482
+,5146,5151,11843,12708.2,7.30533
-,5156,5161,12856.6,11786.3,-8.32482
-,5173,5174,11861.1,10064.5,-15.1472
-,5179,5185,10805.9,9579.08,-11.3532
+,5196,5264,10460.9,11229.1,7.34402
-,5266,5311,11739.1,10145.5,-13.5754
-,5317,5485,10353.8,8526.63,-17.6474
-,5508,5609,8270.29,7495.64,-9.36666
+,5621,5622,7621.09,8396.13,10.1697
-,5624,5741,9705.15,7025.65,-27.6091
-,5759,5843,7253.65,6752.4,-6.91031
+,5850,5864,6859.9,7610.65,10.944
-,5886,5916,7346.65,6938.15,-5.56036
+,5919,5930,7196.4,7897.38,9.7407
+,5935,5964,8012.63,8771.64,9.47267
-,5979,6004,8880.65,8402.65,-5.38249
+,6011,6026,8438.65,9331.15,10.5763
+,6036,6084,9446.64,10293.6,8.96615
-,6114,6144,9962.65,9320.15,-6.44909
-,6167,6194,8804.65,8066.15,-8.38761
-,6203,6214,8055.15,7336.65,-8.91976
+,6244,6246,5600.5,6342.47,13.2483
+,6250,6316,6769.48,7066.22,4.3835
-,6319,6362,7226.13,6567.06,-9.12065
+,6364,6396,7038.5,7505.12,6.62954
+,6404,6420,7738.12,8594.42,11.066
+,6423,6457,9158.57,9791.5,6.9108
+,6474,6486,8918.5,9671.45,8.44256
-,6495,6524,9846.85,8771.03,-10.9255
+,6539,6560,9148.75,10121.5,10.6321
-,6572,6606,9656.28,9223.5,-4.48185
+,6619,6797,9471.5,10293.8,8.68131
+,6800,6855,11238.7,12008.3,6.84797
-,6872,6965,11629.3,10801.6,-7.11743
+,6980,7124,10332.9,11363.1,9.9706
+,7128,7170,11554.4,12852.9,11.2381
+,7184,7234,13030.3,14313.4,9.84682
+,7236,7261,14820.3,15880.8,7.15571
+,7265,7285,16049.9,17799,10.8978
-,7303,7325,18694.4,17053.6,-8.77692
+,7335,7338,18489.1,19138.9,3.51473
-,7355,7377,19359.7,18194,-6.02128
+,7395,7410,19064.9,20301.2,6.48421
+,7412,7416,21171.5,22811.3,7.74522
+,7425,7450,23671.1,27014.6,14.1246
+,7462,7480,27571.1,33212.8,20.4622
+,7491,7497,33779.7,35945,6.41006
+,7499,7507,37488,41319.2,10.2199
+,7527,7531,37233.5,38963.6,4.64657
+,7569,7596,33288.2,36958,11.0242
+,7608,7618,35329.5,38211.2,8.15664
+,7627,7633,38304.7,42975.5,12.1938
+,7636,7667,46169.9,49148.2,6.45072
+,7674,7689,51497,55503.3,7.77957
-,7711,7714,51347.9,46472,-9.49574
+,7724,7756,48600.3,53536.5,10.1568
+,7759,7780,54772.8,60023,9.58543
-,7798,7819,58432.5,53509.1,-8.42586
-,7826,7830,56374.9,51799.9,-8.11528
+,7838,7845,53337,57997.3,8.73742
-,7851,7889,59119.7,56205.6,-4.92905
+,7893,7910,57440.7,62571.8,8.93282
-,7915,7932,64267.5,56858.5,-11.5283
-,7943,7955,56723.7,51538.7,-9.14087
+,7963,7990,52342.2,56731.5,8.38571
-,7992,8040,57430.6,49692.2,-13.4744
+,8073,8415,41782.7,45685.5,9.34071
-,8426,8434,46197.3,43998.7,-4.75911
+,8438,8473,46166.5,50320.5,8.99782
-,8488,8545,48730.6,46431.5,-4.71798
-,8554,8563,47195.2,44711.8,-5.26208
-,8574,8595,47153,43510.6,-7.72468
+,8608,8649,43332.7,47224.7,8.98165
+,8651,8667,48123.5,52756,9.62627
+,8678,8710,55807.3,61407.3,10.0346
-,8722,8756,63165.8,59239.3,-6.21623
+,8762,8804,60578.5,65096.5,7.45809
-,8806,8846,66071,59331.1,-10.201
-,8882,8890,57756.1,54874.2,-4.9898
-,8898,8924,58653.5,48892.4,-16.642
-,8929,8964,50091,46609.4,-6.95059
-,8971,8986,49140.5,45824.5,-6.7479
+,8991,9018,48613.6,51866.2,6.69079
-,9040,9049,48293.6,45943.4,-4.86657
-,9089,9128,43947.5,39734.2,-9.58718
+,9139,9192,36770.7,40528.6,10.2199
+,9194,9213,41471.8,44905.2,8.2791
-,9228,9231,45330.8,42854.3,-5.46315
-,9254,9271,43468.8,40666.6,-6.44651
-,9304,9309,38891.6,34651.7,-10.902
+,9313,9336,38380.2,41405.1,7.88151
+,9338,9499,43269.1,46091.8,6.52353
-,9505,9525,47949.3,44644.5,-6.89224
-,9528,9560,46024.8,42877.4,-6.83846
-,9578,9587,42729.5,41125.9,-3.753
-,9600,9627,41012.5,38824.6,-5.33483
-,9631,9679,40661.4,38098.8,-6.30229
-,9690,9701,39887.4,38243.6,-4.12115
-,9711,9732,38959.4,37010.3,-5.0028
-,9777,9964,30354.8,24121.5,-20.5346
-,9980,9993,22633.9,19336.3,-14.5692
+,10003,10113,20579,21961.8,6.71926
