status,enter row,exit row,enter price,exit price,percentage
+,30,145,578.21,622.52,7.66331
+,236,412,604.03,651.2,7.80921
+,428,453,659.5,711.57,7.89538
+,468,651,709.95,762.5,7.40193
+,654,771,768.6,853.3,11.02
+,775,807,866.36,928.17,7.13445
+,833,849,958,1024.78,6.97077
-,851,860,1068.8,901.58,-15.6456
-,889,892,883,759.04,-14.0385
+,925,949,846.35,905.51,6.99002
+,982,1020,907.14,974.33,7.40679
+,1023,1134,984,1056.88,7.4065
+,1136,1152,1065.81,1145.46,7.47319
+,1170,1192,1153,1256.62,8.98699
-,1239,1288,1249,1031.55,-17.4099
-,1302,1327,1077.13,909.55,-15.558
+,1341,1379,1041,1108.89,6.52161
+,1383,1431,1127.95,1215.09,7.72552
+,1465,1525,1202,1299.21,8.08735
+,1545,1565,1305.01,1449.4,11.0643
+,1567,1592,1494.85,1625.85,8.76342
+,1594,1609,1672.94,1795.09,7.30152
+,1642,1655,1725.01,1860.99,7.88285
+,1659,1672,1922.03,2087.99,8.63462
+,1675,1686,2197.6,2379.48,8.2763
+,1688,1692,2430,2700.04,11.1128
+,1718,1743,2222.3,2406.55,8.29096
+,1747,1761,2476.64,2672.31,7.90062
-,1764,1973,2792.79,2291.81,-17.9383
+,2012,2016,2151.8,2286.8,6.27382
+,2028,2029,2511.8,2612.3,4.00111
+,2031,2122,2749.85,3136.9,14.0753
+,2125,2164,3286.9,3504.48,6.61961
+,2166,2172,3542.22,3936.79,11.1391
+,2175,2188,4062.61,4275.8,5.24761
-,2192,2223,4353.7,3636.21,-16.48
+,2231,2256,4184.78,4534.7,8.36173
-,2267,2280,4680.4,4151.02,-11.3106
-,2290,2327,4536.92,3473.3,-23.4437
+,2338,2383,3953.72,4139.58,4.70089
+,2385,2423,4228.14,4568.98,8.06123
+,2427,2443,4624.49,5097.49,10.2282
+,2445,2448,5318.14,5706.13,7.2956
+,2481,2522,5967.8,6319.95,5.90083
+,2527,2533,6523.12,6967.53,6.81284
-,2539,2573,7365.38,5898.76,-19.9123
+,2585,2593,6760.9,7432.1,9.92767
+,2595,2606,7671.39,8117.24,5.81185
+,2613,2633,8265.35,9514.82,15.117
+,2640,2647,9813.41,10670.6,8.73448
+,2662,2671,10891.9,11579.1,6.30947
+,2675,2680,11888.2,13141.7,10.5434
+,2683,2685,14554.2,15304,5.15178
+,2687,2719,16564.1,17380.7,4.92969
-,2723,2747,18376.8,14487.9,-21.1621
+,2760,2764,15035.3,15795,5.05271
-,2766,2849,16247.9,11357.9,-30.0961
+,2946,2966,8229.11,8750.47,6.33556
+,2976,2983,9151.48,10015.1,9.43694
+,2985,2996,10222.7,10992.5,7.53111
-,3001,3021,11598.5,9634.91,-16.9295
+,3029,3051,10665.4,11364.5,6.55494
-,3056,3067,11581.4,9677.47,-16.4393
-,3108,3164,8408.95,7043.9,-16.2333
+,3178,3224,7292.36,7648.46,4.88319
+,3227,3261,8050.67,8757.16,8.77554
+,3267,3317,9099.05,9680.54,6.39067
-,3381,3401,8403.96,7325.89,-12.8281
-,3422,3482,7422.01,6461.3,-12.9441
+,3494,3632,6587.03,7239.87,9.91099
-,3658,3722,7777.88,6530.34,-16.0396
+,3734,3815,6487.55,7011.24,8.07223
-,3830,3860,7201.52,6172.94,-14.2828
-,3878,4147,6336,5558.32,-12.274
+,4199,4206,3973.39,4305.13,8.34904
+,4279,4288,3379.4,3681.65,8.9439
+,4291,4300,3861.4,4121.9,6.74626
+,4332,4731,3848.64,4688,21.8093
+,4740,4821,5120.38,5510.41,7.61721
+,4853,4870,5202.9,5669.64,8.97077
+,4881,4899,5881.4,6291.15,6.96688
+,4902,4904,6368.65,7038.15,10.5124
