status,enter row,exit row,enter price,exit price,percentage
+,8,146,574.98,624.5,8.61247
+,175,435,611,675.42,10.5434
+,437,650,684.71,758.35,10.7549
+,654,771,768.6,853.3,11.02
+,775,833,866.36,958,10.5776
+,836,851,974,1068.8,9.73306
-,871,892,891,759.04,-14.8103
+,898,928,800.01,883.61,10.4499
+,940,1020,883.24,974.33,10.3132
+,1023,1137,984,1090.01,10.7734
+,1144,1190,1093,1216.59,11.3074
-,1192,1229,1256.62,1141.61,-9.15233
-,1236,1284,1193.51,1101.14,-7.73936
-,1294,1327,1057.43,909.55,-13.9849
+,1334,1369,991.1,1089.52,9.93038
+,1377,1419,1090,1195.92,9.71743
+,1430,1549,1201.35,1368,13.8719
+,1554,1588,1403.09,1540.97,9.82688
+,1592,1609,1625.85,1795.09,10.4093
+,1623,1656,1731.36,1879.49,8.5557
+,1659,1673,1922.03,2139.19,11.2985
+,1675,1688,2197.6,2430,10.5752
-,1690,1700,2487.99,2144.99,-13.7862
+,1708,1720,2080.1,2274.24,9.33321
+,1729,1747,2232.19,2476.64,10.9511
+,1756,1764,2530.39,2792.79,10.3699
-,1779,1815,2711.99,2467.29,-9.02289
-,1830,1891,2532.2,2346.21,-7.345
-,1898,1918,2519.59,2348.99,-6.77094
-,1922,1977,2402.54,2275.68,-5.28025
-,1981,1994,2391.3,2151.76,-10.0171
+,2009,2013,2041.8,2186.8,7.10158
+,2015,2028,2231.8,2511.8,12.5459
+,2030,2122,2720.8,3136.9,15.2933
+,2125,2167,3286.9,3589.79,9.21507
+,2169,2176,3731.8,4190.79,12.2994
-,2186,2222,4190.5,3860.53,-7.87424
+,2227,2244,4059.4,4436.94,9.30039
+,2252,2273,4356.36,4829.29,10.8561
-,2275,2276,4867.96,4531.11,-6.91974
-,2287,2321,4405.15,3867.87,-12.1966
+,2334,2338,3570.83,3953.72,10.7227
+,2367,2383,3774.74,4139.58,9.6653
+,2385,2428,4228.14,4819.86,13.9948
+,2434,2447,4851.39,5392.38,11.1512
+,2471,2513,5534.42,6115.46,10.4987
+,2522,2531,6319.95,6790.38,7.44357
+,2533,2559,6967.53,7702.72,10.5517
+,2585,2593,6760.9,7432.1,9.92767
+,2595,2633,7671.39,9514.82,24.0299
+,2640,2647,9813.41,10670.6,8.73448
+,2660,2663,10613.9,11362.5,7.0539
+,2675,2680,11888.2,13141.7,10.5434
+,2683,2686,14554.2,15591.7,7.12853
+,2695,2720,16381.3,17724.2,8.19757
-,2723,2740,18376.8,16182.9,-11.9385
+,2760,2766,15035.3,16247.9,8.06475
-,2778,2786,14850.3,12863.9,-13.3761
+,2790,2799,13892.7,15273.7,9.9401
+,2807,2810,15723.3,16777.1,6.7023
-,2844,2847,14223.6,12982.1,-8.72812
-,2859,2923,11429.6,8869.34,-22.4005
+,2942,2946,7718.37,8229.11,6.6172
+,2952,2977,8373.9,9238.31,10.3227
+,2979,2991,9343.01,10519.2,12.5895
-,2993,3023,10887.2,9441.11,-13.2822
+,3029,3052,10665.4,11467.4,7.51993
-,3056,3060,11581.4,10762.1,-7.07395
-,3081,3098,9413.53,7970.19,-15.3326
-,3108,3160,8408.95,7519.7,-10.575
-,3178,3189,7292.36,6613.58,-9.3081
+,3201,3222,7005.32,7628.56,8.89667
+,3227,3263,8050.67,8836.74,9.76403
-,3267,3348,9099.05,8467.12,-6.94501
-,3355,3375,8700.83,7877.6,-9.46151
-,3380,3397,8139.77,7536.92,-7.40623
-,3420,3471,7329.72,6647.47,-9.308
-,3477,3486,6776.84,6388.79,-5.72612
-,3494,3530,6587.03,5990.28,-9.05947
-,3535,3555,6207.65,5807.53,-6.4456
+,3561,3565,6260.3,6531.95,4.33925
-,3577,3611,6590.69,6131.27,-6.97074
+,3621,3632,6277.55,7239.87,15.3295
-,3658,3705,7777.88,7312.98,-5.97721
-,3718,3722,6965.17,6530.34,-6.24292
-,3732,3747,6375.56,5925.61,-7.05742
+,3753,3806,6261.7,6827.94,9.04291
-,3809,3848,6961.92,6336.92,-8.97741
-,3878,4147,6336,5558.32,-12.274
+,4199,4203,3973.39,4229.89,6.45544
+,4246,4296,3562.64,4063.9,14.0699
-,4306,4327,4157.65,3580.39,-13.8843
-,4332,4455,3848.64,3404.91,-11.5295
+,4467,4547,3413.9,3781.91,10.7798
-,4571,4574,3936.28,3751.89,-4.68437
-,4602,4606,3824.64,3692.14,-3.46438
+,4613,4724,3827.09,4110.39,7.40249
+,4728,4731,4130.64,4688,13.4933
+,4740,4870,5120.38,5669.64,10.7269
+,4881,4902,5881.4,6368.65,8.28459
+,4904,4905,7038.15,7114.15,1.07983
+,4907,4908,7361.15,7873.15,6.95543
-,4922,4929,8327.65,7193.79,-13.6156
+,4957,4964,7857.89,8910.89,13.4005
-,4993,5005,8505.39,7643.89,-10.1289
+,5020,5054,7965.89,9197.39,15.4597
+,5057,5084,9260.14,10626.4,14.7541
+,5091,5097,11204.3,12427.2,10.915
